ACC_NUCCORE,Host_BIOSAMPLE,IsolationSource_BIOSAMPLE,sample_class
NZ_CP059415.1,Homo sapiens,urine,Human
NZ_CP059413.1,Homo sapiens,urine,Human
NZ_CP059421.1,Homo sapiens,sputum,Human
NZ_CP059420.1,Homo sapiens,sputum,Human
NZ_CP059418.1,Homo sapiens,sputum,Human
NZ_CP059426.1,Homo sapiens,decubitus swab,Human
NZ_CP059425.1,Homo sapiens,decubitus swab,Human
NZ_CP059424.1,Homo sapiens,decubitus swab,Human
NZ_CP059423.1,Homo sapiens,decubitus swab,Human
NZ_CP020508.1,Homo sapiens,sputum,Human
NZ_CP023562.1,Homo sapiens,,Human
NZ_CP020506.1,Homo sapiens,sputum,Human
NZ_CP020505.1,Homo sapiens,sputum,Human
NZ_CP020504.1,Homo sapiens,sputum,Human
NZ_CP020531.1,Homo sapiens,blood,Human
NZ_CP020530.1,Homo sapiens,blood,Human
NZ_CP020529.1,Homo sapiens,blood,Human
NZ_CP020500.1,Homo sapiens,urine,Human
NZ_CP020499.1,Homo sapiens,urine,Human
NZ_CP020527.1,Homo sapiens,trachael aspirate,Human
NZ_CP020526.1,Homo sapiens,trachael aspirate,Human
NZ_CP041590.1,Homo sapiens,,Human
NZ_CP041589.1,Homo sapiens,,Human
NZ_CP041588.1,Homo sapiens,,Human
NZ_CP041223.1,Coastal,Coastal,Env.
NZ_CP020532.1,seabass,,Animal
NZ_CP024919.1,Homo sapiens,rectal swab,Human
NZ_CP024918.1,Homo sapiens,rectal swab,Human
NZ_CP024917.1,Homo sapiens,rectal swab,Human
NZ_CP024879.1,Homo sapiens,sputum,Human
NZ_CP024878.1,Homo sapiens,sputum,Human
NZ_CP024877.1,Homo sapiens,sputum,Human
NZ_CP024876.1,Homo sapiens,sputum,Human
NZ_CP024875.1,Homo sapiens,sputum,Human
NZ_CP028352.1,Homo sapiens,blood of an infant,Human
NZ_CP028351.1,Homo sapiens,blood of an infant,Human
NZ_CP028350.1,Homo sapiens,blood of an infant,Human
NZ_CP028191.1,tissue and/or biological fluid (swine),tissue and/or biological fluid (swine),Animal
NZ_CP028179.1,Homo sapiens,,Human
NZ_CP028178.1,Homo sapiens,,Human
NZ_CP028177.1,Homo sapiens,,Human
NZ_CP028329.1,plant,plant,Env.
NZ_CP028328.1,plant,plant,Env.
NZ_CP028327.1,plant,plant,Env.
NZ_CP027505.1,Homo sapiens,blood,Human
NZ_CP027504.1,Homo sapiens,blood,Human
NZ_CP027503.1,Homo sapiens,blood,Human
NZ_CP027502.1,Homo sapiens,blood,Human
NZ_CP027511.1,Homo sapiens,not_blood,Human
NZ_CP027510.1,Homo sapiens,not_blood,Human
NZ_CP027509.1,Homo sapiens,not_blood,Human
NZ_CP027508.1,Homo sapiens,not_blood,Human
NZ_CP027507.1,Homo sapiens,not_blood,Human
NZ_CP027500.1,Homo sapiens,not_blood,Human
NZ_CP027499.1,Homo sapiens,not_blood,Human
NZ_CP027498.1,Homo sapiens,not_blood,Human
NZ_CP027519.1,Homo sapiens,blood,Human
NZ_CP027518.1,Homo sapiens,blood,Human
NZ_CP027516.1,Homo sapiens,blood,Human
NZ_CP027515.1,Homo sapiens,blood,Human
NZ_CP027514.1,Homo sapiens,blood,Human
NZ_CP027513.1,Homo sapiens,blood,Human
NZ_CP020091.1,Homo sapiens,urine,Human
NZ_CP020090.1,Homo sapiens,urine,Human
NZ_CP027026.1,soil,soil,Env.
NZ_CP027025.1,soil,soil,Env.
NZ_CP027024.1,soil,soil,Env.
NZ_CP027023.1,soil,soil,Env.
NZ_CP031358.1,marine sediment,marine sediment,Env.
NZ_CP026950.1,Tibetan antelope,feces,Animal
NZ_CP027193.1,kimchi,kimchi,Env.
NZ_CP027192.1,kimchi,kimchi,Env.
NZ_CP027191.1,kimchi,kimchi,Env.
NZ_CP026611.1,bamboo forest soil,bamboo forest soil,Env.
NZ_CP026519.1,water,water,Env.
NZ_CP026518.1,water,water,Env.
NZ_CP026517.1,water,water,Env.
NZ_CP026382.1,sewage & soil,sewage & soil,Env.
NZ_CP018884.1,Homo sapiens,blood,Human
NZ_CP018887.1,Homo sapiens,urine,Human
NZ_CP018886.1,Homo sapiens,urine,Human
NZ_CP026745.1,Homo sapiens,laboratory,Human
NZ_CP045796.1,Homo sapiens,Patient urine,Human
NZ_CP022694.2,Homo sapiens,Patient urine,Human
NZ_CP022693.2,Homo sapiens,Patient urine,Human
NZ_CP022692.2,Homo sapiens,Patient urine,Human
NZ_CP026561.1,Prunus avium,,Env.
NZ_CP026560.1,Prunus avium,,Env.
NZ_CP026559.1,Prunus avium,,Env.
NZ_CP026557.1,Prunus avium,,Env.
NZ_CP025250.1,Homo sapiens,tissue obtained from patient with prosthetic joint infection,Human
NZ_CP025421.1,Paralichthys olivaceus,,Animal
NZ_CP025940.1,Chinese food lobster sauce,Chinese food lobster sauce,Env.
NZ_CP025986.1,Cucurbita maxima,,Env.
NZ_CP025952.1,Homo sapiens,,Human
NZ_CP025679.1,Gallus gallus,,Animal
NZ_CP025678.1,Gallus gallus,,Animal
NZ_CP025677.1,Gallus gallus,,Animal
NZ_CP019175.1,sediment,sediment,Env.
NZ_CP019203.1,creek water,creek water,Env.
NZ_CP019123.1,Konosirus punctatus,Konosirus punctatus,Animal
NZ_CP015445.1,dairy product,dairy product,Env.
NZ_CP015497.1,Tilsit cheese,Tilsit cheese,Env.
NZ_CP024971.1,Malus sp.,Malus sp.,Env.
NZ_CP066768.1,Baijiu fermentation starter,Baijiu fermentation starter,Env.
NZ_CP066767.1,Baijiu fermentation starter,Baijiu fermentation starter,Env.
NZ_CP066766.1,Baijiu fermentation starter,Baijiu fermentation starter,Env.
NZ_CP066765.1,Baijiu fermentation starter,Baijiu fermentation starter,Env.
NZ_CP066764.1,Baijiu fermentation starter,Baijiu fermentation starter,Env.
NZ_MK552108.1,Homo sapiens,blood,Human
NZ_MK552109.1,Homo sapiens,urine,Human
NZ_CP039379.1,soil,soil,Env.
NZ_CP031652.1,soil core,soil core,Env.
NZ_CP031651.1,soil core,soil core,Env.
NZ_CP031650.1,soil core,soil core,Env.
NZ_CP031086.1,Homo sapiens,eye,Human
NZ_CP031085.1,Homo sapiens,eye,Human
NZ_CP031084.1,Homo sapiens,eye,Human
NZ_CP031083.1,Homo sapiens,eye,Human
NZ_CP031082.1,Homo sapiens,eye,Human
NZ_CP031081.1,Homo sapiens,eye,Human
NZ_CP031080.1,Homo sapiens,eye,Human
NZ_CP031079.1,Homo sapiens,eye,Human
NZ_CP030249.1,Homo sapiens,cerebrospinal fluid,Human
NZ_CP030248.1,Homo sapiens,cerebrospinal fluid,Human
NZ_CP030247.1,Homo sapiens,cerebrospinal fluid,Human
NZ_CP027301.1,air,air,Env.
NZ_CP022523.1,sea water,sea water,Env.
NZ_CP025444.1,meat processing facility,meat processing facility,Env.
NZ_CP025439.1,meat processing facility,meat processing facility,Env.
NZ_CP025436.1,petroleum-contaminated soils,petroleum-contaminated soils,Env.
NZ_CP023800.1,Homo sapiens,blood,Human
NZ_CP023790.1,Homo sapiens,blood,Human
NZ_CP023812.1,Homo sapiens,blood,Human
NZ_CP023811.1,Homo sapiens,blood,Human
NZ_CP023809.1,Homo sapiens,blood,Human
NZ_CP023805.1,Homo sapiens,blood,Human
NZ_CP023798.1,Homo sapiens,blood,Human
NZ_CP023796.1,Homo sapiens,blood,Human
NZ_CP023795.1,Homo sapiens,blood,Human
NZ_CP023783.1,Homo sapiens,blood,Human
NZ_CP023782.1,Homo sapiens,blood,Human
NZ_CP023781.1,Homo sapiens,blood,Human
NZ_CP025224.1,Galleria mellonella,gut (3-4th instar larva),Animal
NZ_CP018939.1,Homo sapiens,wound,Human
NZ_CP018938.1,Homo sapiens,wound,Human
NZ_CP024924.1,Leontopodium alpinum,Tianshan mountain,Env.
NZ_CP024450.1,Homo sapiens,skin swab,Human
NZ_CP024449.1,Homo sapiens,skin swab,Human
NZ_CP024448.1,Homo sapiens,skin swab,Human
NZ_CP024447.1,Homo sapiens,skin swab,Human
NZ_CP024446.1,Homo sapiens,skin swab,Human
NZ_CP024445.1,Homo sapiens,skin swab,Human
NZ_CP024444.1,Homo sapiens,skin swab,Human
NZ_CP022502.1,Gallus gallus,cecal content,Animal
NZ_CP022501.1,Gallus gallus,cecal content,Animal
NZ_CP021000.1,Phaseolus vulgaris,,Env.
NZ_CP020997.1,Phaseolus vulgaris,,Env.
NZ_CP020996.1,Phaseolus vulgaris,,Env.
NZ_CP021010.1,Phaseolus sp.,,Env.
NZ_CP018922.1,Homo sapiens,University of Michigan Health System,Human
NZ_CP018921.1,Homo sapiens,University of Michigan Health System,Human
NZ_CP018920.1,Homo sapiens,University of Michigan Health System,Human
NZ_CP018918.1,Homo sapiens,University of Michigan Health System,Human
NZ_CP016021.1,marine,marine,Env.
NZ_CP012356.1,Homo sapiens,,Human
NZ_CP036222.2,Homo sapiens,"pulmonary, AIDS",Human
NZ_CP036221.2,Homo sapiens,"pulmonary, AIDS",Human
NZ_CP062979.2,Homo sapiens,stool,Human
NZ_CP045109.1,Homo sapiens,urine,Human
NZ_CP045108.1,Homo sapiens,urine,Human
NZ_CP046917.1,forest soil,forest soil,Env.
NZ_CP046974.1,freshwater,freshwater,Env.
NZ_CP046947.1,Homo sapiens,,Human
NZ_CP046946.1,Homo sapiens,,Human
NZ_CP046945.1,Homo sapiens,,Human
NZ_CP046944.1,Homo sapiens,,Human
NZ_CP046943.1,Homo sapiens,,Human
NZ_CP046942.1,Homo sapiens,,Human
NZ_CP046941.1,Homo sapiens,,Human
NZ_CP046940.1,Homo sapiens,,Human
NZ_CP046953.1,Homo sapiens,,Human
NZ_CP046952.1,Homo sapiens,,Human
NZ_CP046951.1,Homo sapiens,,Human
NZ_CP046950.1,Homo sapiens,,Human
NZ_CP039267.1,Gallus gallus,,Animal
NZ_CP043844.1,Homo sapiens,urine,Human
NZ_CP039265.1,Gallus gallus,,Animal
NZ_CP039264.1,Gallus gallus,,Animal
NZ_CP039263.1,Gallus gallus,,Animal
NZ_CP039262.1,Gallus gallus,,Animal
NZ_CP043848.1,Homo sapiens,blood,Human
NZ_CP046725.1,cherry,cherry,Env.
NZ_CP046724.1,cherry,cherry,Env.
NZ_CP046723.1,cherry,cherry,Env.
NZ_CP029374.1,rotted fruit from symptomatic plant,rotted fruit from symptomatic plant,Env.
NZ_LN890523.1,Human Stool,Human Stool,Human
NZ_CP066658.1,Homo sapiens,rectal swab,Human
NZ_CP066657.1,Homo sapiens,rectal swab,Human
NZ_CP066656.1,Homo sapiens,rectal swab,Human
NZ_CP066655.1,Homo sapiens,rectal swab,Human
NZ_CP066654.1,Homo sapiens,rectal swab,Human
NZ_CP066636.1,Homo sapiens,rectal swab,Human
NZ_CP066635.1,Homo sapiens,rectal swab,Human
NZ_CP066634.1,Homo sapiens,rectal swab,Human
NZ_CP066633.1,Homo sapiens,rectal swab,Human
NZ_CP066632.1,Homo sapiens,rectal swab,Human
NZ_CP066631.1,Homo sapiens,rectal swab,Human
NZ_CP066630.1,Homo sapiens,rectal swab,Human
NZ_CP066652.1,Homo sapiens,rectal swab,Human
NZ_CP066649.1,Homo sapiens,rectal swab,Human
NZ_CP066648.1,Homo sapiens,rectal swab,Human
NZ_CP066647.1,Homo sapiens,rectal swab,Human
NZ_CP066646.1,Homo sapiens,rectal swab,Human
NZ_CP066605.1,Homo sapiens,rectal swab,Human
NZ_CP066604.1,Homo sapiens,rectal swab,Human
NZ_CP066602.1,Homo sapiens,rectal swab,Human
NZ_CP066601.1,Homo sapiens,rectal swab,Human
NZ_CP066600.1,Homo sapiens,rectal swab,Human
NZ_CP066599.1,Homo sapiens,rectal swab,Human
NZ_CP066597.1,Homo sapiens,rectal swab,Human
NZ_CP066596.1,Homo sapiens,rectal swab,Human
NZ_CP066595.1,Homo sapiens,rectal swab,Human
NZ_CP066594.1,Homo sapiens,rectal swab,Human
NZ_CP066593.1,Homo sapiens,rectal swab,Human
NZ_CP066592.1,Homo sapiens,rectal swab,Human
NZ_CP066582.1,Homo sapiens,rectal swab,Human
NZ_CP066581.1,Homo sapiens,rectal swab,Human
NZ_CP066580.1,Homo sapiens,rectal swab,Human
NZ_CP066579.1,Homo sapiens,rectal swab,Human
NZ_CP066578.1,Homo sapiens,rectal swab,Human
NZ_CP066577.1,Homo sapiens,rectal swab,Human
NZ_CP066590.1,Homo sapiens,rectal swab,Human
NZ_CP066589.1,Homo sapiens,rectal swab,Human
NZ_CP066588.1,Homo sapiens,rectal swab,Human
NZ_CP066587.1,Homo sapiens,rectal swab,Human
NZ_CP066586.1,Homo sapiens,rectal swab,Human
NZ_CP066585.1,Homo sapiens,rectal swab,Human
NZ_CP066584.1,Homo sapiens,rectal swab,Human
NZ_CP066575.1,Homo sapiens,rectal swab,Human
NZ_CP066574.1,Homo sapiens,rectal swab,Human
NZ_CP066573.1,Homo sapiens,rectal swab,Human
NZ_CP066572.1,Homo sapiens,rectal swab,Human
NZ_CP066571.1,Homo sapiens,rectal swab,Human
NZ_CP066570.1,Homo sapiens,rectal swab,Human
NZ_CP066569.1,Homo sapiens,rectal swab,Human
NZ_CP066666.1,Homo sapiens,rectal swab,Human
NZ_CP066665.1,Homo sapiens,rectal swab,Human
NZ_CP066664.1,Homo sapiens,rectal swab,Human
NZ_CP066663.1,Homo sapiens,rectal swab,Human
NZ_CP066662.1,Homo sapiens,rectal swab,Human
NZ_CP066661.1,Homo sapiens,rectal swab,Human
NZ_CP066660.1,Homo sapiens,rectal swab,Human
NZ_CP066644.1,Homo sapiens,rectal swab,Human
NZ_CP066643.1,Homo sapiens,rectal swab,Human
NZ_CP066642.1,Homo sapiens,rectal swab,Human
NZ_CP066641.1,Homo sapiens,rectal swab,Human
NZ_CP066640.1,Homo sapiens,rectal swab,Human
NZ_CP066639.1,Homo sapiens,rectal swab,Human
NZ_CP066638.1,Homo sapiens,rectal swab,Human
NZ_CP066672.1,Homo sapiens,rectal swab,Human
NZ_CP066670.1,Homo sapiens,rectal swab,Human
NZ_CP066669.1,Homo sapiens,rectal swab,Human
NZ_CP066668.1,Homo sapiens,rectal swab,Human
NZ_CP066628.1,Homo sapiens,rectal swab,Human
NZ_CP066626.1,Homo sapiens,rectal swab,Human
NZ_CP066625.1,Homo sapiens,rectal swab,Human
NZ_CP066624.1,Homo sapiens,rectal swab,Human
NZ_CP066623.1,Homo sapiens,rectal swab,Human
NZ_CP066618.1,Homo sapiens,rectal swab,Human
NZ_CP066616.1,Homo sapiens,rectal swab,Human
NZ_CP066615.1,Homo sapiens,rectal swab,Human
NZ_CP066679.1,Homo sapiens,rectal swab,Human
NZ_CP066678.1,Homo sapiens,rectal swab,Human
NZ_CP066677.1,Homo sapiens,rectal swab,Human
NZ_CP066676.1,Homo sapiens,rectal swab,Human
NZ_CP066675.1,Homo sapiens,rectal swab,Human
NZ_CP066674.1,Homo sapiens,rectal swab,Human
NZ_CP066613.1,Homo sapiens,rectal swab,Human
NZ_CP066612.1,Homo sapiens,rectal swab,Human
NZ_CP066611.1,Homo sapiens,rectal swab,Human
NZ_CP066610.1,Homo sapiens,rectal swab,Human
NZ_CP066609.1,Homo sapiens,rectal swab,Human
NZ_CP066608.1,Homo sapiens,rectal swab,Human
NZ_CP066607.1,Homo sapiens,rectal swab,Human
NZ_CP066551.1,Sichuan Red Original Yak Yogurt,Sichuan Red Original Yak Yogurt,Env.
NZ_CP066550.1,Sichuan Red Original Yak Yogurt,Sichuan Red Original Yak Yogurt,Env.
NZ_CP066549.1,Sichuan Red Original Yak Yogurt,Sichuan Red Original Yak Yogurt,Env.
NZ_CP066548.1,Sichuan Red Original Yak Yogurt,Sichuan Red Original Yak Yogurt,Env.
NZ_CP062157.2,meltwater pond,meltwater pond,Env.
NZ_CP061529.1,Homo sapiens,,Human
NZ_CP061528.1,Homo sapiens,,Human
NZ_CP062149.1,Tibicos symbiotic community,Tibicos symbiotic community,Env.
NZ_CP062148.1,Tibicos symbiotic community,Tibicos symbiotic community,Env.
NZ_CP040529.1,Homo sapiens,,Human
NZ_CP041260.1,Phaseolus vulgaris,,Env.
NZ_CP042529.1,Shower 3,Shower 3,Env.
NZ_CP042528.1,Shower 3,Shower 3,Env.
NZ_CP042527.1,Shower 3,Shower 3,Env.
NZ_CP042526.1,Shower 3,Shower 3,Env.
NZ_CP042525.1,Shower 3,Shower 3,Env.
NZ_CP020702.1,soil sample,soil sample,Env.
NZ_CP020701.1,soil sample,soil sample,Env.
NZ_CP046350.1,Homo sapiens,inflamed biopsy tissue from sigmoid colon,Human
NZ_CP046349.1,Homo sapiens,inflamed biopsy tissue from sigmoid colon,Human
NZ_CP046347.1,Homo sapiens,inflamed biopsy tissue from sigmoid colon,Human
NZ_AP021899.1,Homo sapiens,,Human
NZ_CP038917.1,Oncorhynchus kisutch,,Animal
NZ_CP038916.1,Oncorhynchus kisutch,,Animal
NZ_CP038915.1,Oncorhynchus kisutch,,Animal
NZ_CP038914.1,Oncorhynchus kisutch,,Animal
NZ_CP044061.1,Homo sapiens,clinical isolate,Human
NZ_CP044099.1,Homo sapiens,clinical isolate,Human
NZ_CP034229.1,Chicken,,Animal
NZ_CP034228.1,Chicken,,Animal
NZ_CP034227.1,Chicken,,Animal
NZ_CP034226.1,Chicken,,Animal
NZ_CP027261.1,weed,Solanum tuberosum associated weed,Env.
NZ_CP028718.1,Homo sapiens,Sputum sample,Human
NZ_CP028717.1,Homo sapiens,Sputum sample,Human
NZ_CP025210.1,Homo sapiens,swab from patient with pharyngitis/tonsilitis,Human
NZ_CP020413.2,Homo sapiens,human,Human
NZ_CP023287.1,Grapefruit,,Env.
NZ_CP023286.1,Grapefruit,,Env.
NZ_CP019191.1,iguana,iguana,Animal
NZ_CP019190.1,iguana,iguana,Animal
NZ_CP025434.1,sludge,sludge,Env.
NZ_CP025433.1,sludge,sludge,Env.
NZ_CP025432.1,sludge,sludge,Env.
NZ_CP025431.1,sludge,sludge,Env.
NZ_CP025411.1,Tegillarca granosa,,Animal
NZ_CP025410.1,Tegillarca granosa,,Animal
NZ_CP025409.1,Tegillarca granosa,,Animal
NZ_CP024820.1,Homo sapiens,Open pus,Human
NZ_CP023721.1,marine sediment,marine sediment,Env.
NZ_CP023707.1,Pseudorca crassidens,blood,Animal
NZ_CP012668.1,Homo sapiens,patient,Human
NZ_CP022931.1,Drosophila melanogaster Oregon-R modENCODE,,Animal
NZ_CP015277.1,Homo sapiens,,Human
NZ_CP015276.1,Homo sapiens,,Human
NZ_CP015275.1,Homo sapiens,,Human
NZ_CP015274.1,Homo sapiens,,Human
NZ_CP015273.1,Homo sapiens,,Human
NZ_CP021658.1,rock biofilm and bottom sediments,rock biofilm and bottom sediments,Env.
NZ_CP021657.1,rock biofilm and bottom sediments,rock biofilm and bottom sediments,Env.
NZ_CP021656.1,rock biofilm and bottom sediments,rock biofilm and bottom sediments,Env.
NZ_CP021655.1,rock biofilm and bottom sediments,rock biofilm and bottom sediments,Env.
NZ_CP018030.1,seawater,seawater,Env.
NZ_CP013820.1,Salmo salar,liver,Animal
NZ_CP013819.1,Salmo salar,liver,Animal
NZ_CP013818.1,Salmo salar,liver,Animal
NZ_CP013817.1,Salmo salar,liver,Animal
NZ_CP013415.1,soil,soil,Env.
NZ_CP013462.1,soil,soil,Env.
NZ_CP013337.1,Homo sapiens,,Human
NZ_CP013143.1,nematode,,Animal
NZ_CP066491.1,Pteropus livingstonii,feces,Animal
NZ_CP066490.1,Pteropus livingstonii,feces,Animal
NZ_CP066489.1,Pteropus livingstonii,feces,Animal
NZ_CP066495.1,Pteropus livingstonii,feces,Animal
NZ_CP066494.1,Pteropus livingstonii,feces,Animal
NZ_CP066493.1,Pteropus livingstonii,feces,Animal
NZ_CP066479.1,Homo sapiens,rectal swab,Human
NZ_CP066478.1,Homo sapiens,rectal swab,Human
NZ_CP066477.1,Homo sapiens,rectal swab,Human
NZ_CP066476.1,Homo sapiens,rectal swab,Human
NZ_CP066475.1,Homo sapiens,rectal swab,Human
NZ_CP066474.1,Homo sapiens,rectal swab,Human
NZ_CP066414.1,Homo sapiens,rectal swab,Human
NZ_CP066413.1,Homo sapiens,rectal swab,Human
NZ_CP066411.1,Homo sapiens,rectal swab,Human
NZ_CP066410.1,Homo sapiens,rectal swab,Human
NZ_CP066408.1,Homo sapiens,rectal swab,Human
NZ_CP066406.1,Homo sapiens,rectal swab,Human
NZ_CP066405.1,Homo sapiens,rectal swab,Human
NZ_CP066404.1,Homo sapiens,rectal swab,Human
NZ_CP066403.1,Homo sapiens,rectal swab,Human
NZ_CP066402.1,Homo sapiens,rectal swab,Human
NZ_CP066401.1,Homo sapiens,rectal swab,Human
NZ_CP066400.1,Homo sapiens,rectal swab,Human
NZ_CP066399.1,Homo sapiens,rectal swab,Human
NZ_CP066398.1,Homo sapiens,rectal swab,Human
NZ_CP066397.1,Homo sapiens,rectal swab,Human
NZ_CP066449.1,Homo sapiens,rectal swab,Human
NZ_CP066448.1,Homo sapiens,rectal swab,Human
NZ_CP066447.1,Homo sapiens,rectal swab,Human
NZ_CP066446.1,Homo sapiens,rectal swab,Human
NZ_CP066445.1,Homo sapiens,rectal swab,Human
NZ_CP066444.1,Homo sapiens,rectal swab,Human
NZ_CP066456.1,Homo sapiens,rectal swab,Human
NZ_CP066455.1,Homo sapiens,rectal swab,Human
NZ_CP066454.1,Homo sapiens,rectal swab,Human
NZ_CP066453.1,Homo sapiens,rectal swab,Human
NZ_CP066452.1,Homo sapiens,rectal swab,Human
NZ_CP066442.1,Homo sapiens,rectal swab,Human
NZ_CP066441.1,Homo sapiens,rectal swab,Human
NZ_CP066440.1,Homo sapiens,rectal swab,Human
NZ_CP066439.1,Homo sapiens,rectal swab,Human
NZ_CP066438.1,Homo sapiens,rectal swab,Human
NZ_CP066437.1,Homo sapiens,rectal swab,Human
NZ_CP066436.1,Homo sapiens,rectal swab,Human
NZ_CP066435.1,Homo sapiens,rectal swab,Human
NZ_CP066433.1,Homo sapiens,rectal swab,Human
NZ_CP066432.1,Homo sapiens,rectal swab,Human
NZ_CP066431.1,Homo sapiens,rectal swab,Human
NZ_CP066430.1,Homo sapiens,rectal swab,Human
NZ_CP066429.1,Homo sapiens,rectal swab,Human
NZ_CP066428.1,Homo sapiens,rectal swab,Human
NZ_CP066465.1,Homo sapiens,rectal swab,Human
NZ_CP066464.1,Homo sapiens,rectal swab,Human
NZ_CP066463.1,Homo sapiens,rectal swab,Human
NZ_CP066462.1,Homo sapiens,rectal swab,Human
NZ_CP066461.1,Homo sapiens,rectal swab,Human
NZ_CP066460.1,Homo sapiens,rectal swab,Human
NZ_CP066459.1,Homo sapiens,rectal swab,Human
NZ_CP066458.1,Homo sapiens,rectal swab,Human
NZ_CP066388.1,Homo sapiens,rectal swab,Human
NZ_CP066387.1,Homo sapiens,rectal swab,Human
NZ_CP066386.1,Homo sapiens,rectal swab,Human
NZ_CP066385.1,Homo sapiens,rectal swab,Human
NZ_CP066384.1,Homo sapiens,rectal swab,Human
NZ_CP066383.1,Homo sapiens,rectal swab,Human
NZ_CP066382.1,Homo sapiens,rectal swab,Human
NZ_CP066485.1,Homo sapiens,rectal swab,Human
NZ_CP066484.1,Homo sapiens,rectal swab,Human
NZ_CP066483.1,Homo sapiens,rectal swab,Human
NZ_CP066482.1,Homo sapiens,rectal swab,Human
NZ_CP066481.1,Homo sapiens,rectal swab,Human
NZ_CP066395.1,Homo sapiens,rectal swab,Human
NZ_CP066394.1,Homo sapiens,rectal swab,Human
NZ_CP066393.1,Homo sapiens,rectal swab,Human
NZ_CP066392.1,Homo sapiens,rectal swab,Human
NZ_CP066391.1,Homo sapiens,rectal swab,Human
NZ_CP066390.1,Homo sapiens,rectal swab,Human
NZ_CP066314.1,soil,soil,Env.
NZ_CP066313.1,soil,soil,Env.
NZ_CP066312.1,soil,soil,Env.
NZ_CP066311.1,soil,soil,Env.
NZ_CP066338.1,Malus sieversii,,Env.
NZ_CP066472.1,Homo sapiens,rectal swab,Human
NZ_CP066471.1,Homo sapiens,rectal swab,Human
NZ_CP066470.1,Homo sapiens,rectal swab,Human
NZ_CP066469.1,Homo sapiens,rectal swab,Human
NZ_CP066468.1,Homo sapiens,rectal swab,Human
NZ_CP066467.1,Homo sapiens,rectal swab,Human
NZ_CP066426.1,Homo sapiens,rectal swab,Human
NZ_CP066425.1,Homo sapiens,rectal swab,Human
NZ_CP066424.1,Homo sapiens,rectal swab,Human
NZ_CP066423.1,Homo sapiens,rectal swab,Human
NZ_CP066422.1,Homo sapiens,rectal swab,Human
NZ_CP066420.1,Homo sapiens,rectal swab,Human
NZ_CP066419.1,Homo sapiens,rectal swab,Human
NZ_CP066418.1,Homo sapiens,rectal swab,Human
NZ_CP066417.1,Homo sapiens,rectal swab,Human
NZ_CP066416.1,Homo sapiens,rectal swab,Human
NZ_CP066307.1,Urochloa reptans,Brachiaria reptans plant leaf source,Env.
NZ_CP066253.1,Homo sapiens,sputum,Human
NZ_CP066252.1,Homo sapiens,sputum,Human
NZ_CP066251.1,Homo sapiens,sputum,Human
NZ_CP066250.1,Homo sapiens,sputum,Human
NZ_CP046160.1,open pond on an algae farm,open pond on an algae farm,Env.
NZ_CP046159.1,open pond on an algae farm,open pond on an algae farm,Env.
NZ_CP046158.1,open pond on an algae farm,open pond on an algae farm,Env.
NZ_CP046157.1,open pond on an algae farm,open pond on an algae farm,Env.
NZ_CP046156.1,open pond on an algae farm,open pond on an algae farm,Env.
NZ_CP066259.1,Homo sapiens,urine sample,Human
NZ_CP066257.1,Homo sapiens,urine sample,Human
NZ_CP066256.1,Homo sapiens,urine sample,Human
NZ_CP066255.1,Homo sapiens,urine sample,Human
NZ_CP066305.1,Homo sapiens,,Human
NZ_CP066304.1,Homo sapiens,,Human
NZ_CP066234.1,Homo sapiens,blood,Human
NZ_CP066233.1,Homo sapiens,blood,Human
NZ_CP066231.1,Homo sapiens,blood,Human
NZ_CP066230.1,Homo sapiens,blood,Human
NZ_CP066240.1,Homo sapiens,blood,Human
NZ_CP066239.1,Homo sapiens,blood,Human
NZ_CP066238.1,Homo sapiens,blood,Human
NZ_CP066236.1,Homo sapiens,blood,Human
NZ_CP066221.1,Galchi-Kimchi,Galchi-Kimchi,Env.
NZ_CP066220.1,Galchi-Kimchi,Galchi-Kimchi,Env.
NZ_CP066342.1,Nostoc flagelliforme,,Env.
NZ_CP053342.1,fermented vegetable,fermented vegetable,Env.
NZ_CP053341.1,fermented vegetable,fermented vegetable,Env.
NZ_CP053340.1,fermented vegetable,fermented vegetable,Env.
NZ_CP053339.1,fermented vegetable,fermented vegetable,Env.
NZ_CP053338.1,fermented vegetable,fermented vegetable,Env.
NZ_CP014908.1,brewery environment,brewery environment,Env.
NZ_CP066174.1,Homo,China: Anhui,Human
NZ_CP065917.1,seawater,seawater,Env.
NZ_CP065916.1,seawater,seawater,Env.
NZ_CP065945.1,chicken,ileum,Animal
NZ_CP065944.1,chicken,ileum,Animal
NZ_CP065942.1,Homo sapiens,rectal swab,Human
